"label","pass","seed","preset","family","family_args","n_states","init_state_terms","parameter_terms","min_state","max_state","max_rel_mass_drift","i_init_prop","i_final_prop","i_first_step_delta","pred_mu_mean","pred_mu_min","pred_mu_max","pred_sigma_mean"
"tb_c","stochastic_seed_456",456,"tb_c","tb_c","",4,"s_l,lf_l,ls_l,i_l","lambda,d,e,c",2.73536279564723e-05,0.999861896038055,4.89875713711837e-07,0.00769916339307073,0.00782329843595767,0.000163386747800461,0.00776903176908187,7.24141573300585e-05,0.0182304289191961,1.29896349708239
"tb_e","deterministic_loc",123,"tb_e","tb_e","",3,"s_l,l_l,i_l","lambda,a,c",1.47211476360098e-05,0.999969899654388,4.43309441475217e-07,0.0221145273755593,0.022348366082014,-0.000455530198896975,0.0220539660775406,1.56871919898549e-05,0.0448349118232727,0.817371731003126
"tb_e","stochastic_seed_123",123,"tb_e","tb_e","",3,"s_l,l_l,i_l","lambda,a,c",1.47211476360098e-05,0.999969899654388,4.43309441475217e-07,0.0221145273755593,0.022348366082014,-0.000455530198896975,0.0220539660775406,1.56871919898549e-05,0.0448349118232727,0.817371731003126
"tb_e","stochastic_seed_456",456,"tb_e","tb_e","",3,"s_l,l_l,i_l","lambda,a,c",1.47211476360098e-05,0.999969899654388,4.43309441475217e-07,0.0221145273755593,0.022348366082014,-0.000455530198896975,0.0220539660775406,1.56871919898549e-05,0.0448349118232727,0.817371731003126
"tb_f","deterministic_loc",123,"tb_f","tb_f","",4,"s_l,ls_l,lf_l,i_l","lambda,b,c,d",2.73536279564723e-05,0.999861896038055,4.87081746443355e-07,0.00471756743767988,0.00484076489147752,0.000166953140001672,0.00478811031280202,7.24141573300585e-05,0.0112539613619447,1.30023746689161
"tb_f","stochastic_seed_123",123,"tb_f","tb_f","",4,"s_l,ls_l,lf_l,i_l","lambda,b,c,d",2.73536279564723e-05,0.999861896038055,4.87081746443355e-07,0.00471756743767988,0.00484076489147752,0.000166953140001672,0.00478811031280202,7.24141573300585e-05,0.0112539613619447,1.30023746689161
"tb_f","stochastic_seed_456",456,"tb_f","tb_f","",4,"s_l,ls_l,lf_l,i_l","lambda,b,c,d",2.73536279564723e-05,0.999861896038055,4.87081746443355e-07,0.00471756743767988,0.00484076489147752,0.000166953140001672,0.00478811031280202,7.24141573300585e-05,0.0112539613619447,1.30023746689161
"tb_g","deterministic_loc",123,"tb_g","tb_g","",4,"s_l,lf_l,ls_l,i_l","lambda,a,d,e,c",4.29058491135947e-05,0.999784886837006,2.79396766660056e-07,0.0206258382101144,0.0208693230710436,0.000336455028995401,0.0207678545987922,0.000115046605060343,0.0433052480220795,1.34611223141352
"tb_g","stochastic_seed_123",123,"tb_g","tb_g","",4,"s_l,lf_l,ls_l,i_l","lambda,a,d,e,c",4.29058491135947e-05,0.999784886837006,2.79396766660056e-07,0.0206258382101144,0.0208693230710436,0.000336455028995401,0.0207678545987922,0.000115046605060343,0.0433052480220795,1.34611223141352
"tb_g","stochastic_seed_456",456,"tb_g","tb_g","",4,"s_l,lf_l,ls_l,i_l","lambda,a,d,e,c",4.29058491135947e-05,0.999784886837006,2.79396766660056e-07,0.0206258382101144,0.0208693230710436,0.000336455028995401,0.0207678545987922,0.000115046605060343,0.0433052480220795,1.34611223141352
"tb_h","deterministic_loc",123,"tb_h","tb_h","",4,"s_l,ls_l,lf_l,i_l","lambda,b,f,d",2.73536279564723e-05,0.999861896038055,5.01982902079582e-07,0.00290356099166484,0.00302441607183845,0.00016494984734443,0.0029730511487287,7.24141573300585e-05,0.00696640415117145,1.30019995570183
"tb_h","stochastic_seed_123",123,"tb_h","tb_h","",4,"s_l,ls_l,lf_l,i_l","lambda,b,f,d",2.73536279564723e-05,0.999861896038055,5.01982902079582e-07,0.00290356099166484,0.00302441607183845,0.00016494984734443,0.0029730511487287,7.24141573300585e-05,0.00696640415117145,1.30019995570183
"tb_h","stochastic_seed_456",456,"tb_h","tb_h","",4,"s_l,ls_l,lf_l,i_l","lambda,b,f,d",2.73536279564723e-05,0.999861896038055,5.01982902079582e-07,0.00290356099166484,0.00302441607183845,0.00016494984734443,0.0029730511487287,7.24141573300585e-05,0.00696640415117145,1.30019995570183
"tb_i","deterministic_loc",123,"tb_i","tb_i","",4,"s_l,lf_l,ls_l,i_l","lambda,f,d,e",2.73536279564723e-05,0.999861896038055,4.78699835005857e-07,0.00760600521547604,0.0077284258554593,0.000159402966793873,0.00767448739376656,7.24141573300585e-05,0.0179781578481197,1.2989598462979
"tb_i","stochastic_seed_123",123,"tb_i","tb_i","",4,"s_l,lf_l,ls_l,i_l","lambda,f,d,e",2.73536279564723e-05,0.999861896038055,4.78699835005857e-07,0.00760600521547604,0.0077284258554593,0.000159402966793873,0.00767448739376656,7.24141573300585e-05,0.0179781578481197,1.2989598462979
"tb_i","stochastic_seed_456",456,"tb_i","tb_i","",4,"s_l,lf_l,ls_l,i_l","lambda,f,d,e",2.73536279564723e-05,0.999861896038055,4.78699835005857e-07,0.00760600521547604,0.0077284258554593,0.000159402966793873,0.00767448739376656,7.24141573300585e-05,0.0179781578481197,1.2989598462979
"tb_j_n2","deterministic_loc",123,"tb_j","tb_j","n=2",4,"s_l,l1_l,l2_l,i_l","lambda,c,f1",5.49831856915262e-05,0.999721527099609,5.86966323518952e-07,0.000356853300319484,0.000595844391664979,0.00039787416019762,0.000513658476847922,0.00014892453327775,0.00109268981032073,1.30135322610537
"tb_j_n2","stochastic_seed_123",123,"tb_j","tb_j","n=2",4,"s_l,l1_l,l2_l,i_l","lambda,c,f1",5.49831856915262e-05,0.999721527099609,5.86966323518952e-07,0.000356853300319484,0.000595844391664979,0.00039787416019762,0.000513658476847922,0.00014892453327775,0.00109268981032073,1.30135322610537
"tb_j_n2","stochastic_seed_456",456,"tb_j","tb_j","n=2",4,"s_l,l1_l,l2_l,i_l","lambda,c,f1",5.49831856915262e-05,0.999721527099609,5.86966323518952e-07,0.000356853300319484,0.000595844391664979,0.00039787416019762,0.000513658476847922,0.00014892453327775,0.00109268981032073,1.30135322610537
"tb_j_n3","deterministic_loc",123,"tb_j","tb_j","n=3",5,"s_l,l1_l,l2_l,l3_l,i_l","lambda,c,f1,f2",1.80969880148041e-06,0.999982118606567,1.32491583344893e-07,1.65039407026248e-05,1.6978597363499e-05,0.00229869191772204,0.000591904050944928,5.82219081479707e-06,0.00243401434272528,0.873790949583054
"tb_j_n3","stochastic_seed_123",123,"tb_j","tb_j","n=3",5,"s_l,l1_l,l2_l,l3_l,i_l","lambda,c,f1,f2",1.80969880148041e-06,0.999982118606567,1.32491583344893e-07,1.65039407026248e-05,1.6978597363499e-05,0.00229869191772204,0.000591904050944928,5.82219081479707e-06,0.00243401434272528,0.873790949583054
"tb_j_n3","stochastic_seed_456",456,"tb_j","tb_j","n=3",5,"s_l,l1_l,l2_l,l3_l,i_l","lambda,c,f1,f2",1.80969880148041e-06,0.999982118606567,1.32491583344893e-07,1.65039407026248e-05,1.6978597363499e-05,0.00229869191772204,0.000591904050944928,5.82219081479707e-06,0.00243401434272528,0.873790949583054
"tb_j_n5","deterministic_loc",123,"tb_j","tb_j","n=5",7,"s_l,l1_l,l2_l,l3_l,l4_l,l5_l,i_l","lambda,c,f1,f2,f3,f4",7.05033244230435e-07,0.999992728233337,4.8364798913385e-07,2.19255217056991e-06,1.45352837077536e-06,7.96305032254734e-06,3.91588576083753e-06,1.39259373099776e-06,1.09120173874544e-05,0.963310554623604
"tb_j_n5","stochastic_seed_123",123,"tb_j","tb_j","n=5",7,"s_l,l1_l,l2_l,l3_l,l4_l,l5_l,i_l","lambda,c,f1,f2,f3,f4",7.05033244230435e-07,0.999992728233337,4.8364798913385e-07,2.19255217056991e-06,1.45352837077536e-06,7.96305032254734e-06,3.91588576083753e-06,1.39259373099776e-06,1.09120173874544e-05,0.963310554623604
"tb_j_n5","stochastic_seed_456",456,"tb_j","tb_j","n=5",7,"s_l,l1_l,l2_l,l3_l,l4_l,l5_l,i_l","lambda,c,f1,f2,f3,f4",7.05033244230435e-07,0.999992728233337,4.8364798913385e-07,2.19255217056991e-06,1.45352837077536e-06,7.96305032254734e-06,3.91588576083753e-06,1.39259373099776e-06,1.09120173874544e-05,0.963310554623604
"tb_k","deterministic_loc",123,"tb_k","tb_k","",3,"s_l,l_l,i_l","lambda,x1,x2",1.47211476360098e-05,0.999969899654388,4.26545635093975e-07,0.00411629367921331,0.00435448514635306,-0.000464057765892943,0.00405458794754547,1.56871919898549e-05,0.00946150347590446,0.818101873000463
"tb_k","stochastic_seed_123",123,"tb_k","tb_k","",3,"s_l,l_l,i_l","lambda,x1,x2",1.47211476360098e-05,0.999969899654388,4.26545635093975e-07,0.00411629367921331,0.00435448514635306,-0.000464057765892943,0.00405458794754547,1.56871919898549e-05,0.00946150347590446,0.818101873000463
"tb_k","stochastic_seed_456",456,"tb_k","tb_k","",3,"s_l,l_l,i_l","lambda,x1,x2",1.47211476360098e-05,0.999969899654388,4.26545635093975e-07,0.00411629367921331,0.00435448514635306,-0.000464057765892943,0.00405458794754547,1.56871919898549e-05,0.00946150347590446,0.818101873000463
"tb_l","deterministic_loc",123,"tb_l","tb_l","",3,"s_l,l_l,i_l","lambda,x1,x2,x3",3.93679656554013e-05,0.999919593334198,3.6600985976918e-07,0.00467612704282853,0.00485551087558613,-0.000431813155825626,0.00460845688697494,3.93679656554013e-05,0.0105772344395518,0.786953081687292
"tb_l","stochastic_seed_123",123,"tb_l","tb_l","",3,"s_l,l_l,i_l","lambda,x1,x2,x3",3.93679656554013e-05,0.999919593334198,3.6600985976918e-07,0.00467612704282853,0.00485551087558613,-0.000431813155825626,0.00460845688697494,3.93679656554013e-05,0.0105772344395518,0.786953081687292
"tb_l","stochastic_seed_456",456,"tb_l","tb_l","",3,"s_l,l_l,i_l","lambda,x1,x2,x3",3.93679656554013e-05,0.999919593334198,3.6600985976918e-07,0.00467612704282853,0.00485551087558613,-0.000431813155825626,0.00460845688697494,3.93679656554013e-05,0.0105772344395518,0.786953081687292
