"label","pass","seed","state","init_prop_mean","final_prop_mean","first_step_delta_prop_mean"
"tb_b_n3","stochastic_seed_123",123,"s_l",0.926145115901278,0.926060095656364,0.000587829472858736
"tb_b_n3","stochastic_seed_123",123,"lf1_l",0.0580001386920255,0.0580218265449007,-8.57131371834108e-05
"tb_b_n3","stochastic_seed_123",123,"lf2_l",0.00782543151082659,0.00782453410404053,-7.6868335477585e-05
"tb_b_n3","stochastic_seed_123",123,"lf3_l",0.000893664409605592,0.000915790617343645,-0.000119953459507688
"tb_b_n3","stochastic_seed_123",123,"ls_l",0.000214304524003064,0.000228193791633928,-0.000145446942573922
"tb_b_n3","stochastic_seed_123",123,"i_l",0.00692134496226159,0.00694955928571752,-0.000159847598116148
"tb_b_n3","stochastic_seed_456",456,"s_l",0.926145115901278,0.926060095656364,0.000587829472858736
"tb_b_n3","stochastic_seed_456",456,"lf1_l",0.0580001386920255,0.0580218265449007,-8.57131371834108e-05
"tb_b_n3","stochastic_seed_456",456,"lf2_l",0.00782543151082659,0.00782453410404053,-7.6868335477585e-05
"tb_b_n3","stochastic_seed_456",456,"lf3_l",0.000893664409605592,0.000915790617343645,-0.000119953459507688
"tb_b_n3","stochastic_seed_456",456,"ls_l",0.000214304524003064,0.000228193791633928,-0.000145446942573922
"tb_b_n3","stochastic_seed_456",456,"i_l",0.00692134496226159,0.00694955928571752,-0.000159847598116148
"tb_b_n5","deterministic_loc",123,"s_l",0.9267072758131,0.926714086690926,-0.000349087256291865
"tb_b_n5","deterministic_loc",123,"lf1_l",0.057914101545141,0.0579139697148614,2.4635032190068e-05
"tb_b_n5","deterministic_loc",123,"lf2_l",0.00775235067868652,0.00775132947250458,2.17872937375829e-05
"tb_b_n5","deterministic_loc",123,"lf3_l",0.00077645617999039,0.000775822334470348,2.93186892065457e-05
"tb_b_n5","deterministic_loc",123,"lf4_l",6.39136872484541e-05,6.3393000097317e-05,7.84390390079754e-05
"tb_b_n5","deterministic_loc",123,"lf5_l",1.08178222841217e-05,9.23084241611558e-06,4.80748469229233e-05
"tb_b_n5","deterministic_loc",123,"ls_l",5.14513967948038e-06,4.00727409071079e-06,5.06360940597217e-05
"tb_b_n5","deterministic_loc",123,"i_l",0.0067699391338705,0.00676816067063356,9.61962611670563e-05
"tb_b_n5","stochastic_seed_123",123,"s_l",0.9267072758131,0.926714086690926,-0.000349087256291865
"tb_b_n5","stochastic_seed_123",123,"lf1_l",0.057914101545141,0.0579139697148614,2.4635032190068e-05
"tb_b_n5","stochastic_seed_123",123,"lf2_l",0.00775235067868652,0.00775132947250458,2.17872937375829e-05
"tb_b_n5","stochastic_seed_123",123,"lf3_l",0.00077645617999039,0.000775822334470348,2.93186892065457e-05
"tb_b_n5","stochastic_seed_123",123,"lf4_l",6.39136872484541e-05,6.3393000097317e-05,7.84390390079754e-05
"tb_b_n5","stochastic_seed_123",123,"lf5_l",1.08178222841217e-05,9.23084241611558e-06,4.80748469229233e-05
"tb_b_n5","stochastic_seed_123",123,"ls_l",5.14513967948038e-06,4.00727409071079e-06,5.06360940597217e-05
"tb_b_n5","stochastic_seed_123",123,"i_l",0.0067699391338705,0.00676816067063356,9.61962611670563e-05
"tb_b_n5","stochastic_seed_456",456,"s_l",0.9267072758131,0.926714086690926,-0.000349087256291865
"tb_b_n5","stochastic_seed_456",456,"lf1_l",0.057914101545141,0.0579139697148614,2.4635032190068e-05
"tb_b_n5","stochastic_seed_456",456,"lf2_l",0.00775235067868652,0.00775132947250458,2.17872937375829e-05
"tb_b_n5","stochastic_seed_456",456,"lf3_l",0.00077645617999039,0.000775822334470348,2.93186892065457e-05
"tb_b_n5","stochastic_seed_456",456,"lf4_l",6.39136872484541e-05,6.3393000097317e-05,7.84390390079754e-05
"tb_b_n5","stochastic_seed_456",456,"lf5_l",1.08178222841217e-05,9.23084241611558e-06,4.80748469229233e-05
"tb_b_n5","stochastic_seed_456",456,"ls_l",5.14513967948038e-06,4.00727409071079e-06,5.06360940597217e-05
"tb_b_n5","stochastic_seed_456",456,"i_l",0.0067699391338705,0.00676816067063356,9.61962611670563e-05
"tb_c","deterministic_loc",123,"s_l",0.926598269129258,0.926396843679296,-0.000282107165015681
"tb_c","deterministic_loc",123,"lf_l",0.0625263622603838,0.0625652824096665,2.99118316456711e-05
"tb_c","deterministic_loc",123,"ls_l",0.00317620521728763,0.00321457547507983,8.88085855695744e-05
"tb_c","deterministic_loc",123,"i_l",0.00769916339307073,0.00782329843595767,0.000163386747800461
"tb_c","stochastic_seed_123",123,"s_l",0.926598269129258,0.926396843679296,-0.000282107165015681
"tb_c","stochastic_seed_123",123,"lf_l",0.0625263622603838,0.0625652824096665,2.99118316456711e-05
"tb_c","stochastic_seed_123",123,"ls_l",0.00317620521728763,0.00321457547507983,8.88085855695744e-05
"tb_c","stochastic_seed_123",123,"i_l",0.00769916339307073,0.00782329843595767,0.000163386747800461
"tb_c","stochastic_seed_456",456,"s_l",0.926598269129258,0.926396843679296,-0.000282107165015681
"tb_c","stochastic_seed_456",456,"lf_l",0.0625263622603838,0.0625652824096665,2.99118316456711e-05
"tb_c","stochastic_seed_456",456,"ls_l",0.00317620521728763,0.00321457547507983,8.88085855695744e-05
"tb_c","stochastic_seed_456",456,"i_l",0.00769916339307073,0.00782329843595767,0.000163386747800461
"tb_e","deterministic_loc",123,"s_l",0.926041696563512,0.925723381086328,0.000669597121064625
"tb_e","deterministic_loc",123,"l_l",0.0518437760609291,0.0519282528316577,-0.000214066922167682
"tb_e","deterministic_loc",123,"i_l",0.0221145273755593,0.022348366082014,-0.000455530198896975
"tb_e","stochastic_seed_123",123,"s_l",0.926041696563512,0.925723381086328,0.000669597121064625
"tb_e","stochastic_seed_123",123,"l_l",0.0518437760609291,0.0519282528316577,-0.000214066922167682
"tb_e","stochastic_seed_123",123,"i_l",0.0221145273755593,0.022348366082014,-0.000455530198896975
"tb_e","stochastic_seed_456",456,"s_l",0.926041696563512,0.925723381086328,0.000669597121064625
"tb_e","stochastic_seed_456",456,"l_l",0.0518437760609291,0.0519282528316577,-0.000214066922167682
"tb_e","stochastic_seed_456",456,"i_l",0.0221145273755593,0.022348366082014,-0.000455530198896975
"tb_f","deterministic_loc",123,"s_l",0.926598260771878,0.926396843510495,-0.000282095880578259
"tb_f","deterministic_loc",123,"ls_l",0.0459045970340556,0.0459545315290596,4.18824428889979e-05
"tb_f","deterministic_loc",123,"lf_l",0.0227795747563869,0.0228078600689679,7.32602976875741e-05
"tb_f","deterministic_loc",123,"i_l",0.00471756743767988,0.00484076489147752,0.000166953140001672
"tb_f","stochastic_seed_123",123,"s_l",0.926598260771878,0.926396843510495,-0.000282095880578259
"tb_f","stochastic_seed_123",123,"ls_l",0.0459045970340556,0.0459545315290596,4.18824428889979e-05
"tb_f","stochastic_seed_123",123,"lf_l",0.0227795747563869,0.0228078600689679,7.32602976875741e-05
"tb_f","stochastic_seed_123",123,"i_l",0.00471756743767988,0.00484076489147752,0.000166953140001672
"tb_f","stochastic_seed_456",456,"s_l",0.926598260771878,0.926396843510495,-0.000282095880578259
"tb_f","stochastic_seed_456",456,"ls_l",0.0459045970340556,0.0459545315290596,4.18824428889979e-05
"tb_f","stochastic_seed_456",456,"lf_l",0.0227795747563869,0.0228078600689679,7.32602976875741e-05
"tb_f","stochastic_seed_456",456,"i_l",0.00471756743767988,0.00484076489147752,0.000166953140001672
"tb_g","deterministic_loc",123,"s_l",0.926520336779386,0.926117956452017,-0.00062256831374663
"tb_g","deterministic_loc",123,"lf_l",0.0502777881152843,0.0503590454999158,7.92168717452614e-05
"tb_g","deterministic_loc",123,"ls_l",0.00257603689521506,0.00265367497702355,0.000206896413005983
"tb_g","deterministic_loc",123,"i_l",0.0206258382101144,0.0208693230710436,0.000336455028995401
"tb_g","stochastic_seed_123",123,"s_l",0.926520336779386,0.926117956452017,-0.00062256831374663
"tb_g","stochastic_seed_123",123,"lf_l",0.0502777881152843,0.0503590454999158,7.92168717452614e-05
"tb_g","stochastic_seed_123",123,"ls_l",0.00257603689521506,0.00265367497702355,0.000206896413005983
"tb_g","stochastic_seed_123",123,"i_l",0.0206258382101144,0.0208693230710436,0.000336455028995401
"tb_g","stochastic_seed_456",456,"s_l",0.926520336779386,0.926117956452017,-0.00062256831374663
"tb_g","stochastic_seed_456",456,"lf_l",0.0502777881152843,0.0503590454999158,7.92168717452614e-05
"tb_g","stochastic_seed_456",456,"ls_l",0.00257603689521506,0.00265367497702355,0.000206896413005983
"tb_g","stochastic_seed_456",456,"i_l",0.0206258382101144,0.0208693230710436,0.000336455028995401
"tb_h","deterministic_loc",123,"s_l",0.926598259146939,0.926396834194772,-0.000282096683798564
"tb_h","deterministic_loc",123,"ls_l",0.0462998339286261,0.0463503152200183,4.23221488667698e-05
"tb_h","deterministic_loc",123,"lf_l",0.0241983459327703,0.0242284345133716,7.48246875873523e-05
"tb_h","deterministic_loc",123,"i_l",0.00290356099166484,0.00302441607183845,0.00016494984734443
"tb_h","stochastic_seed_123",123,"s_l",0.926598259146939,0.926396834194772,-0.000282096683798564
"tb_h","stochastic_seed_123",123,"ls_l",0.0462998339286261,0.0463503152200183,4.23221488667698e-05
"tb_h","stochastic_seed_123",123,"lf_l",0.0241983459327703,0.0242284345133716,7.48246875873523e-05
"tb_h","stochastic_seed_123",123,"i_l",0.00290356099166484,0.00302441607183845,0.00016494984734443
"tb_h","stochastic_seed_456",456,"s_l",0.926598259146939,0.926396834194772,-0.000282096683798564
"tb_h","stochastic_seed_456",456,"ls_l",0.0462998339286261,0.0463503152200183,4.23221488667698e-05
"tb_h","stochastic_seed_456",456,"lf_l",0.0241983459327703,0.0242284345133716,7.48246875873523e-05
"tb_h","stochastic_seed_456",456,"i_l",0.00290356099166484,0.00302441607183845,0.00016494984734443
"tb_i","deterministic_loc",123,"s_l",0.926598253674774,0.926396840741203,-0.00028209015701397
"tb_i","deterministic_loc",123,"lf_l",0.0625974046235105,0.0626375701182421,3.28165245967823e-05
"tb_i","deterministic_loc",123,"ls_l",0.00319833648623976,0.00323716328509588,8.98706656232802e-05
"tb_i","deterministic_loc",123,"i_l",0.00760600521547604,0.0077284258554593,0.000159402966793873
"tb_i","stochastic_seed_123",123,"s_l",0.926598253674774,0.926396840741203,-0.00028209015701397
"tb_i","stochastic_seed_123",123,"lf_l",0.0625974046235105,0.0626375701182421,3.28165245967823e-05
"tb_i","stochastic_seed_123",123,"ls_l",0.00319833648623976,0.00323716328509588,8.98706656232802e-05
"tb_i","stochastic_seed_123",123,"i_l",0.00760600521547604,0.0077284258554593,0.000159402966793873
"tb_i","stochastic_seed_456",456,"s_l",0.926598253674774,0.926396840741203,-0.00028209015701397
"tb_i","stochastic_seed_456",456,"lf_l",0.0625974046235105,0.0626375701182421,3.28165245967823e-05
"tb_i","stochastic_seed_456",456,"ls_l",0.00319833648623976,0.00323716328509588,8.98706656232802e-05
"tb_i","stochastic_seed_456",456,"i_l",0.00760600521547604,0.0077284258554593,0.000159402966793873
"tb_j_n2","deterministic_loc",123,"s_l",0.926465126792601,0.926062411917297,-0.000745790652147083
"tb_j_n2","deterministic_loc",123,"l1_l",0.0665497329110466,0.0666316631538539,8.45738600331563e-05
"tb_j_n2","deterministic_loc",123,"l2_l",0.00662828699603286,0.0067100805371841,0.000263342631916343
"tb_j_n2","deterministic_loc",123,"i_l",0.000356853300319484,0.000595844391664979,0.00039787416019762
"tb_j_n2","stochastic_seed_123",123,"s_l",0.926465126792601,0.926062411917297,-0.000745790652147083
"tb_j_n2","stochastic_seed_123",123,"l1_l",0.0665497329110466,0.0666316631538539,8.45738600331563e-05
"tb_j_n2","stochastic_seed_123",123,"l2_l",0.00662828699603286,0.0067100805371841,0.000263342631916343
"tb_j_n2","stochastic_seed_123",123,"i_l",0.000356853300319484,0.000595844391664979,0.00039787416019762
"tb_j_n2","stochastic_seed_456",456,"s_l",0.926465126792601,0.926062411917297,-0.000745790652147083
"tb_j_n2","stochastic_seed_456",456,"l1_l",0.0665497329110466,0.0666316631538539,8.45738600331563e-05
"tb_j_n2","stochastic_seed_456",456,"l2_l",0.00662828699603286,0.0067100805371841,0.000263342631916343
"tb_j_n2","stochastic_seed_456",456,"i_l",0.000356853300319484,0.000595844391664979,0.00039787416019762
"tb_j_n3","deterministic_loc",123,"s_l",0.926723137675832,0.926722790632612,-0.00825001482012699
"tb_j_n3","deterministic_loc",123,"l1_l",0.0664991928222691,0.0664989802315575,0.00110976189577962
"tb_j_n3","deterministic_loc",123,"l2_l",0.00630889407180433,0.00630947272134635,0.00281520117822106
"tb_j_n3","deterministic_loc",123,"l3_l",0.000452271489391734,0.000451777817120988,0.00202635982840424
"tb_j_n3","deterministic_loc",123,"i_l",1.65039407026248e-05,1.6978597363499e-05,0.00229869191772204
"tb_j_n3","stochastic_seed_123",123,"s_l",0.926723137675832,0.926722790632612,-0.00825001482012699
"tb_j_n3","stochastic_seed_123",123,"l1_l",0.0664991928222691,0.0664989802315575,0.00110976189577962
"tb_j_n3","stochastic_seed_123",123,"l2_l",0.00630889407180433,0.00630947272134635,0.00281520117822106
"tb_j_n3","stochastic_seed_123",123,"l3_l",0.000452271489391734,0.000451777817120988,0.00202635982840424
"tb_j_n3","stochastic_seed_123",123,"i_l",1.65039407026248e-05,1.6978597363499e-05,0.00229869191772204
"tb_j_n3","stochastic_seed_456",456,"s_l",0.926723137675832,0.926722790632612,-0.00825001482012699
"tb_j_n3","stochastic_seed_456",456,"l1_l",0.0664991928222691,0.0664989802315575,0.00110976189577962
"tb_j_n3","stochastic_seed_456",456,"l2_l",0.00630889407180433,0.00630947272134635,0.00281520117822106
"tb_j_n3","stochastic_seed_456",456,"l3_l",0.000452271489391734,0.000451777817120988,0.00202635982840424
"tb_j_n3","stochastic_seed_456",456,"i_l",1.65039407026248e-05,1.6978597363499e-05,0.00229869191772204
"tb_j_n5","deterministic_loc",123,"s_l",0.926729754724215,0.926732476699512,-4.09064397440447e-05
"tb_j_n5","deterministic_loc",123,"l1_l",0.0664989563169378,0.0664987196098065,2.46838977878891e-06
"tb_j_n5","deterministic_loc",123,"l2_l",0.00630517209927407,0.00630474725199112,8.36510793059923e-06
"tb_j_n5","deterministic_loc",123,"l3_l",0.000436089691749508,0.000435523677727713,3.36996038824047e-06
"tb_j_n5","deterministic_loc",123,"l4_l",2.5456141723246e-05,2.50736964098638e-05,5.03704246464284e-06
"tb_j_n5","deterministic_loc",123,"l5_l",2.37847392942532e-06,2.00553618176441e-06,1.37028888591971e-05
"tb_j_n5","deterministic_loc",123,"i_l",2.19255217056991e-06,1.45352837077536e-06,7.96305032254734e-06
"tb_j_n5","stochastic_seed_123",123,"s_l",0.926729754724215,0.926732476699512,-4.09064397440447e-05
"tb_j_n5","stochastic_seed_123",123,"l1_l",0.0664989563169378,0.0664987196098065,2.46838977878891e-06
"tb_j_n5","stochastic_seed_123",123,"l2_l",0.00630517209927407,0.00630474725199112,8.36510793059923e-06
"tb_j_n5","stochastic_seed_123",123,"l3_l",0.000436089691749508,0.000435523677727713,3.36996038824047e-06
"tb_j_n5","stochastic_seed_123",123,"l4_l",2.5456141723246e-05,2.50736964098638e-05,5.03704246464284e-06
"tb_j_n5","stochastic_seed_123",123,"l5_l",2.37847392942532e-06,2.00553618176441e-06,1.37028888591971e-05
"tb_j_n5","stochastic_seed_123",123,"i_l",2.19255217056991e-06,1.45352837077536e-06,7.96305032254734e-06
"tb_j_n5","stochastic_seed_456",456,"s_l",0.926729754724215,0.926732476699512,-4.09064397440447e-05
"tb_j_n5","stochastic_seed_456",456,"l1_l",0.0664989563169378,0.0664987196098065,2.46838977878891e-06
"tb_j_n5","stochastic_seed_456",456,"l2_l",0.00630517209927407,0.00630474725199112,8.36510793059923e-06
"tb_j_n5","stochastic_seed_456",456,"l3_l",0.000436089691749508,0.000435523677727713,3.36996038824047e-06
"tb_j_n5","stochastic_seed_456",456,"l4_l",2.5456141723246e-05,2.50736964098638e-05,5.03704246464284e-06
"tb_j_n5","stochastic_seed_456",456,"l5_l",2.37847392942532e-06,2.00553618176441e-06,1.37028888591971e-05
"tb_j_n5","stochastic_seed_456",456,"i_l",2.19255217056991e-06,1.45352837077536e-06,7.96305032254734e-06
"tb_k","deterministic_loc",123,"s_l",0.926041689032868,0.925723370217801,0.000669598235000864
"tb_k","deterministic_loc",123,"l_l",0.0698420172879191,0.0699221446358461,-0.000205540469107894
"tb_k","deterministic_loc",123,"i_l",0.00411629367921331,0.00435448514635306,-0.000464057765892943
"tb_k","stochastic_seed_123",123,"s_l",0.926041689032868,0.925723370217801,0.000669598235000864
"tb_k","stochastic_seed_123",123,"l_l",0.0698420172879191,0.0699221446358461,-0.000205540469107894
"tb_k","stochastic_seed_123",123,"i_l",0.00411629367921331,0.00435448514635306,-0.000464057765892943
"tb_k","stochastic_seed_456",456,"s_l",0.926041689032868,0.925723370217801,0.000669598235000864
"tb_k","stochastic_seed_456",456,"l_l",0.0698420172879191,0.0699221446358461,-0.000205540469107894
"tb_k","stochastic_seed_456",456,"i_l",0.00411629367921331,0.00435448514635306,-0.000464057765892943
"tb_l","deterministic_loc",123,"s_l",0.926047188028476,0.92581051176576,0.000617987123407734
"tb_l","deterministic_loc",123,"l_l",0.0692766849286957,0.0693339773586543,-0.000186173967582089
"tb_l","deterministic_loc",123,"i_l",0.00467612704282853,0.00485551087558613,-0.000431813155825626
"tb_l","stochastic_seed_123",123,"s_l",0.926047188028476,0.92581051176576,0.000617987123407734
"tb_l","stochastic_seed_123",123,"l_l",0.0692766849286957,0.0693339773586543,-0.000186173967582089
"tb_l","stochastic_seed_123",123,"i_l",0.00467612704282853,0.00485551087558613,-0.000431813155825626
"tb_l","stochastic_seed_456",456,"s_l",0.926047188028476,0.92581051176576,0.000617987123407734
"tb_l","stochastic_seed_456",456,"l_l",0.0692766849286957,0.0693339773586543,-0.000186173967582089
"tb_l","stochastic_seed_456",456,"i_l",0.00467612704282853,0.00485551087558613,-0.000431813155825626
