"label","pass","seed","parameter","transformation","prior_mean","prior_sd","sample_mean","sample_min","sample_max"
"tb_f","deterministic_loc",123,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_f","stochastic_seed_123",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_f","stochastic_seed_123",123,"b","InvSigmoid",0.35,0.25,0.3474962413311,0.3474962413311,0.3474962413311
"tb_f","stochastic_seed_123",123,"c","InvSoftPlus",0.05,0.25,0.0490495637059212,0.0490495637059212,0.0490495637059212
"tb_f","stochastic_seed_123",123,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_f","stochastic_seed_456",456,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_f","stochastic_seed_456",456,"b","InvSigmoid",0.35,0.25,0.3474962413311,0.3474962413311,0.3474962413311
"tb_f","stochastic_seed_456",456,"c","InvSoftPlus",0.05,0.25,0.0490495637059212,0.0490495637059212,0.0490495637059212
"tb_f","stochastic_seed_456",456,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_g","deterministic_loc",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_g","deterministic_loc",123,"a","InvSigmoid",0.2,0.25,0.196211829781532,0.196211829781532,0.196211829781532
"tb_g","deterministic_loc",123,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_g","deterministic_loc",123,"e","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_g","deterministic_loc",123,"c","InvSoftPlus",0.05,0.25,0.0490495637059212,0.0490495637059212,0.0490495637059212
"tb_g","stochastic_seed_123",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_g","stochastic_seed_123",123,"a","InvSigmoid",0.2,0.25,0.196211829781532,0.196211829781532,0.196211829781532
"tb_g","stochastic_seed_123",123,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_g","stochastic_seed_123",123,"e","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_g","stochastic_seed_123",123,"c","InvSoftPlus",0.05,0.25,0.0490495637059212,0.0490495637059212,0.0490495637059212
"tb_g","stochastic_seed_456",456,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_g","stochastic_seed_456",456,"a","InvSigmoid",0.2,0.25,0.196211829781532,0.196211829781532,0.196211829781532
"tb_g","stochastic_seed_456",456,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_g","stochastic_seed_456",456,"e","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_g","stochastic_seed_456",456,"c","InvSoftPlus",0.05,0.25,0.0490495637059212,0.0490495637059212,0.0490495637059212
"tb_h","deterministic_loc",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_h","deterministic_loc",123,"b","InvSigmoid",0.35,0.25,0.3474962413311,0.3474962413311,0.3474962413311
"tb_h","deterministic_loc",123,"f","InvSoftPlus",0.04,0.25,0.0387828499078751,0.0387828499078751,0.0387828499078751
"tb_h","deterministic_loc",123,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_h","stochastic_seed_123",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_h","stochastic_seed_123",123,"b","InvSigmoid",0.35,0.25,0.3474962413311,0.3474962413311,0.3474962413311
"tb_h","stochastic_seed_123",123,"f","InvSoftPlus",0.04,0.25,0.0387828499078751,0.0387828499078751,0.0387828499078751
"tb_h","stochastic_seed_123",123,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_h","stochastic_seed_456",456,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_h","stochastic_seed_456",456,"b","InvSigmoid",0.35,0.25,0.3474962413311,0.3474962413311,0.3474962413311
"tb_h","stochastic_seed_456",456,"f","InvSoftPlus",0.04,0.25,0.0387828499078751,0.0387828499078751,0.0387828499078751
"tb_h","stochastic_seed_456",456,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_i","deterministic_loc",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_i","deterministic_loc",123,"f","InvSoftPlus",0.04,0.25,0.0387828499078751,0.0387828499078751,0.0387828499078751
"tb_i","deterministic_loc",123,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_i","deterministic_loc",123,"e","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_i","stochastic_seed_123",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_i","stochastic_seed_123",123,"f","InvSoftPlus",0.04,0.25,0.0387828499078751,0.0387828499078751,0.0387828499078751
"tb_i","stochastic_seed_123",123,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_i","stochastic_seed_123",123,"e","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_i","stochastic_seed_456",456,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_i","stochastic_seed_456",456,"f","InvSoftPlus",0.04,0.25,0.0387828499078751,0.0387828499078751,0.0387828499078751
"tb_i","stochastic_seed_456",456,"d","InvSoftPlus",0.14,0.25,0.135509580373764,0.135509580373764,0.135509580373764
"tb_i","stochastic_seed_456",456,"e","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_j_n2","deterministic_loc",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_j_n2","deterministic_loc",123,"c","InvSoftPlus",0.05,0.25,0.0481011979281902,0.0481011979281902,0.0481011979281902
"tb_j_n2","deterministic_loc",123,"f1","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n2","stochastic_seed_123",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_j_n2","stochastic_seed_123",123,"c","InvSoftPlus",0.05,0.25,0.0481011979281902,0.0481011979281902,0.0481011979281902
"tb_j_n2","stochastic_seed_123",123,"f1","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n2","stochastic_seed_456",456,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_j_n2","stochastic_seed_456",456,"c","InvSoftPlus",0.05,0.25,0.0481011979281902,0.0481011979281902,0.0481011979281902
"tb_j_n2","stochastic_seed_456",456,"f1","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n3","deterministic_loc",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_j_n3","deterministic_loc",123,"c","InvSoftPlus",0.05,0.25,0.0481011979281902,0.0481011979281902,0.0481011979281902
"tb_j_n3","deterministic_loc",123,"f1","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n3","deterministic_loc",123,"f2","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n3","stochastic_seed_123",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_j_n3","stochastic_seed_123",123,"c","InvSoftPlus",0.05,0.25,0.0481011979281902,0.0481011979281902,0.0481011979281902
"tb_j_n3","stochastic_seed_123",123,"f1","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n3","stochastic_seed_123",123,"f2","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n3","stochastic_seed_456",456,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_j_n3","stochastic_seed_456",456,"c","InvSoftPlus",0.05,0.25,0.0481011979281902,0.0481011979281902,0.0481011979281902
"tb_j_n3","stochastic_seed_456",456,"f1","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n3","stochastic_seed_456",456,"f2","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","deterministic_loc",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_j_n5","deterministic_loc",123,"c","InvSoftPlus",0.05,0.25,0.0481011979281902,0.0481011979281902,0.0481011979281902
"tb_j_n5","deterministic_loc",123,"f1","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","deterministic_loc",123,"f2","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","deterministic_loc",123,"f3","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","deterministic_loc",123,"f4","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","stochastic_seed_123",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_j_n5","stochastic_seed_123",123,"c","InvSoftPlus",0.05,0.25,0.0481011979281902,0.0481011979281902,0.0481011979281902
"tb_j_n5","stochastic_seed_123",123,"f1","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","stochastic_seed_123",123,"f2","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","stochastic_seed_123",123,"f3","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","stochastic_seed_123",123,"f4","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","stochastic_seed_456",456,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_j_n5","stochastic_seed_456",456,"c","InvSoftPlus",0.05,0.25,0.0481011979281902,0.0481011979281902,0.0481011979281902
"tb_j_n5","stochastic_seed_456",456,"f1","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","stochastic_seed_456",456,"f2","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","stochastic_seed_456",456,"f3","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_j_n5","stochastic_seed_456",456,"f4","InvSoftPlus",0.12,0.25,0.116592362523079,0.116592362523079,0.116592362523079
"tb_k","deterministic_loc",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_k","deterministic_loc",123,"x1","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_k","deterministic_loc",123,"x2","InvSoftPlus",0.15,0.25,0.146010264754295,0.146010264754295,0.146010264754295
"tb_k","stochastic_seed_123",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_k","stochastic_seed_123",123,"x1","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_k","stochastic_seed_123",123,"x2","InvSoftPlus",0.15,0.25,0.146010264754295,0.146010264754295,0.146010264754295
"tb_k","stochastic_seed_456",456,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_k","stochastic_seed_456",456,"x1","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_k","stochastic_seed_456",456,"x2","InvSoftPlus",0.15,0.25,0.146010264754295,0.146010264754295,0.146010264754295
"tb_l","deterministic_loc",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_l","deterministic_loc",123,"x1","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_l","deterministic_loc",123,"x2","InvSoftPlus",0.3,0.25,0.294884949922562,0.294884949922562,0.294884949922562
"tb_l","deterministic_loc",123,"x3","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_l","stochastic_seed_123",123,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_l","stochastic_seed_123",123,"x1","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_l","stochastic_seed_123",123,"x2","InvSoftPlus",0.3,0.25,0.294884949922562,0.294884949922562,0.294884949922562
"tb_l","stochastic_seed_123",123,"x3","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_l","stochastic_seed_456",456,"lambda","InvSoftPlus",0.08,0.25,0.078115776181221,0.078115776181221,0.078115776181221
"tb_l","stochastic_seed_456",456,"x1","InvSoftPlus",0.06,0.25,0.0584463216364384,0.0584463216364384,0.0584463216364384
"tb_l","stochastic_seed_456",456,"x2","InvSoftPlus",0.3,0.25,0.294884949922562,0.294884949922562,0.294884949922562
